,user_embed
204,"1.1921132e-05,2.3525174e-06,-1.00422885e-05,-5.7061484e-06,3.327338e-05,1.4431539e-06,-2.5088366e-06,-8.147206e-06,9.845513e-06,-6.878843e-06,-3.6320324e-07,-8.16745e-06,1.5232678e-06,9.783105e-06,-1.1034762e-05,6.024765e-06,-3.414025e-06,-5.0607305e-06,7.042645e-06,1.2940972e-06,-5.818106e-06,-5.347129e-05,4.5872157e-06,4.0755435e-06,-1.40991215e-05,-5.1350307e-06,6.1583984e-07,5.486064e-06,4.143922e-06,-4.933894e-06"
205,"-0.02420198,-0.013944302,-0.046991043,-0.044535145,0.0100675635,0.006347655,0.04694223,0.11166654,-0.09993439,-0.07976051,0.08750915,0.078314975,0.0738219,-0.046433154,-0.14326145,-0.026542678,0.121287085,0.031908073,0.033465307,0.030224746,-0.066597015,0.035628237,0.024291303,-0.15637445,-0.033836816,0.0097048925,-0.021130437,-0.14364931,-0.0035352267,-0.08167364"
206,"-0.00032312298,-7.493229e-05,0.00044160878,0.00014552286,-9.505187e-05,6.956991e-05,0.00015042318,-0.00021303375,-0.00015590516,-0.0002858237,-0.00022369415,0.0005026357,-0.00015101662,-6.782815e-05,0.0006049098,7.213842e-05,-6.3130465e-05,-9.832967e-05,-0.00028233993,-0.000128345,0.00057520973,0.00022616562,4.8657203e-05,0.00032463498,-6.12129e-05,0.00056334387,4.06805e-05,0.0002958212,-0.00029812567,-0.00051711604"
207,"-0.00040492244,-4.188275e-05,0.0003806164,0.00017366688,-0.000113421,4.43433e-05,0.00015496452,-0.000288479,-0.00022155487,-0.00022623045,-0.00027279896,0.0004662033,-0.00016542444,8.28536e-06,0.0010789525,0.00013246751,-6.73793e-05,-0.0001251961,-0.00023124386,-9.570844e-05,0.00055777613,0.00012749391,9.66465e-05,0.0004245735,-2.774909e-05,0.00040258185,1.9832081e-05,0.00027027793,-0.00034934114,-0.0003028602"
208,"0.047936656,0.07329787,0.005718516,0.07161977,0.02345516,0.06682998,0.0056656213,0.012739177,-0.07596379,-0.03528958,-0.08806276,-0.045804877,0.065547645,-0.0124537125,0.03512837,0.021844061,-0.077166624,-0.044804644,-0.020697312,0.007129167,0.092598036,-0.06269441,-0.021049138,0.0065936395,-0.0057858354,0.053765163,0.030573092,-0.00025242608,-0.029847804,0.039169397"
209,"-0.0046461634,-0.006426864,0.00020758521,-0.0056846435,0.009248683,0.0001489905,0.004726988,0.010405406,-0.019711783,-0.004104194,0.0003258958,0.008968053,0.011516747,-0.011215879,-0.01140425,0.010093878,-0.0009425208,0.002888457,-2.7068872e-05,-0.00078270346,-0.00677663,0.0044972766,-0.005664027,-0.024908194,0.0019826074,0.001765501,0.011098279,0.005461703,-0.032470554,-0.0075245136"
210,"-0.0037774406,-0.006764345,-0.00019077936,-0.0051807365,0.008222013,7.387623e-05,0.0039414894,0.01020291,-0.021731408,-0.0038530666,-0.00033333726,0.008586688,0.009861349,-0.014650828,-0.0099706305,0.011002542,-0.00067238417,0.00404105,0.00017100714,-0.0006123792,-0.0050004204,0.0054743295,-0.005413399,-0.019971969,0.0015746194,0.0022424953,0.01042286,0.0047602784,-0.024716768,-0.007802727"
211,"0.07770579,0.0012917039,-0.045604542,0.03161582,0.033736233,0.051640704,-0.0960837,-0.00851745,0.03756093,0.04403577,-0.026879141,0.010045888,0.014169297,0.016746296,-0.03674381,-0.026641479,0.0047981422,-0.011012513,0.058181863,0.008929194,0.013138293,-0.06508569,0.044625532,0.033060722,-0.065596044,-0.030337738,-0.10988646,-0.044445716,0.1639827,-0.0049559213"
212,"-0.004957442,-0.0028046018,0.0001586244,0.0010836396,-0.001966703,0.0021450357,-0.0020327554,0.00035232274,-0.0053028697,-0.00087922433,-0.0053619426,0.02091791,-0.0014929068,0.0006325328,0.014363318,0.0017525542,-0.0006630164,0.0048983274,-0.0064596506,0.0026476209,0.007401205,0.004833862,0.005362618,0.0076251198,-0.0026965546,0.0140376445,-0.0068639666,-0.0011318794,0.0007538593,-0.0029467936"
213,"-0.0058433637,-0.0036753854,-6.682835e-05,0.0015485102,-0.0020888646,0.0010541256,-0.0018449491,0.00090045703,-0.005399985,-0.0009793849,-0.00546677,0.013944103,-0.0010327452,0.00037330744,0.014062958,0.002304367,-0.00058105594,0.0027855288,-0.006478482,0.0028937482,0.007374556,0.007221212,0.005123594,0.007966902,-0.00173158,0.017826062,-0.005999239,-0.0008189944,0.0011805381,-0.0018023772"
214,"-4.1717685e-06,7.687241e-08,1.4086279e-06,-7.9213e-06,2.5925272e-06,1.0293068e-06,2.132474e-05,-7.6615715e-06,1.7804947e-06,-3.2572396e-05,5.695538e-06,2.4307462e-06,1.2607187e-06,-1.3031452e-06,-7.631179e-06,3.043363e-07,6.9153367e-07,-2.7742801e-06,-1.4403731e-06,-2.0192063e-07,2.0103384e-06,-2.2351126e-06,-6.01088e-08,-3.864585e-06,-4.0109876e-06,3.7427521e-06,6.4736605e-06,-2.6421649e-06,-5.473012e-06,-1.3313133e-05"
215,"-0.14022088,-0.24209817,-0.012873902,0.1990117,0.27417162,0.18177989,-0.3076845,-0.14777102,0.059499215,0.30138114,-0.18411104,0.26196554,0.31663325,-0.2612891,-0.14919508,-0.18408784,-0.18102303,-0.24255544,-0.076636285,0.12031869,0.14086352,-0.16010669,0.2972803,0.1620205,-0.25042704,-0.30042678,-0.0541684,-0.09323316,0.3144075,-0.33786497"
216,"-0.13948573,-0.24238443,-0.012823488,0.19898835,0.2735949,0.18192959,-0.30795398,-0.14904583,0.05897282,0.30174074,-0.18461342,0.26384887,0.3163977,-0.2604126,-0.14920816,-0.18453735,-0.18055359,-0.24567351,-0.075111896,0.12009157,0.14173783,-0.16265956,0.29775438,0.16189097,-0.24950427,-0.30241644,-0.05361578,-0.093376264,0.31498775,-0.33838397"
217,"-0.13949174,-0.24173321,-0.0129049625,0.19936658,0.27331987,0.18087113,-0.30809143,-0.1486214,0.060442545,0.3019071,-0.1845446,0.25829932,0.31628677,-0.26121348,-0.1495863,-0.1847404,-0.1808719,-0.24403167,-0.074624136,0.11945608,0.14115378,-0.16112992,0.2969246,0.16274619,-0.2491372,-0.30772084,-0.052768257,-0.092293344,0.31474268,-0.33720633"
218,"0.40613854,0.14084512,0.19847484,0.00025560282,-0.054429486,0.05062222,-0.1728657,-0.17349008,-0.14210866,0.18634805,0.10440857,0.04394676,-0.31455904,-0.45082605,0.2556834,0.09327754,0.16071296,0.319485,-0.12892506,0.30038944,0.31498665,0.22872876,0.3174246,-0.107968025,-0.19095454,0.30627525,-0.06882205,0.1833408,-0.04200656,-0.038927507"
