,item_embed
60,"0.05179100891095647,0.03682526692209053,0.09898374531039057,0.13089456640735983,0.06801865242399169,0.019291941566163325,0.13951140873168769,0.00872627151773608,0.03667698042518157,0.12227451006199075,0.09929103709430502,0.007193009012577125,0.13857860738258626,0.08806625493486848,0.045256278949272304,0.0604178178438325,0.08357619213239785,0.12411687237060501,0.07967261101169298,0.07847818309705853,0.12178667550421052,0.04528651554025539,0.058180743080875015,0.11992890383377118,0.08493519832382479,0.1131177702436355,0.07527293606513508,0.03704475849537182,0.11071498461486275,0.08268477571564925,0.015128773345003238,0.052073174962974166,0.06055676155091536,0.032929668257234854,0.09484761776148276,0.03854355306809536,0.11443430889135035,0.1399314595569563,0.0031017918133343985,0.07877567110687662,0.10016735691461606,0.023328951879496053,0.12050715622903894,0.050776984313254545,0.04647701653804442,0.11846373857253056,0.1305815124748181,0.08231904484106331,0.06123716918898905,0.009833478521170825"
61,"0.39833913736688287,0.3826143084243714,0.215803723656774,0.1230714765722019,0.13920296806331534,0.2971239064186893,0.4067435781252644,0.3506628627772744,0.2119365465228433,0.37225043792253326,0.32240619309505053,0.21398446395701212,0.27860078954266126,0.3165751624108767,0.0862896616204176,0.1866366300268868,0.36913436794810994,0.24578942813009186,0.21804625671946665,0.30390938946648155,0.2099032742924939,0.21998299417434303,0.10218648410181211,0.4629256171794138,0.24132972979215883,0.23627007286030396,0.11551797784499332,0.08681434904120132,0.29028987854884925,0.3955642908585886,0.30582636937559726,0.4261024689319401,0.24658293728683164,0.11184509107912378,0.24869542273960935,0.1895302620895834,0.19257399564787356,0.348617571042866,0.3619249212624004,0.33243227800703007,0.2775165025523255,0.20277622209101723,0.07478172241191895,0.3846529127742254,0.429989781677546,0.10566318326103993,0.367779788047595,0.05322613284139523,0.33266882103182893,0.15927642418764074"
62,"0.1956447036475088,0.26451210873008574,0.17950423633167062,0.2342967979114428,0.12470740052090273,0.33556301535767485,0.2558134291852668,0.1811711069126085,0.3084954971322266,0.27033587791515357,0.12782345575437754,0.28458160150307393,0.27193117261564476,0.17804202888400786,0.22077359965868765,0.20860321878646204,0.230552164319363,0.23437933188635596,0.15903498308980188,0.16126446399251926,0.2992270213729747,0.25247604707549726,0.11101810265690032,0.2095316377536333,0.22655571896902538,0.20032068159372388,0.18659414189070803,0.24925231642575404,0.16838808672532576,0.20167055700444336,0.17146862340227376,0.1589125302913976,0.2565882955705585,0.2051141514056479,0.20315034400114965,0.20738711860392137,0.18741739861233286,0.10851558596814974,0.14828755337265487,0.23873302778508584,0.1750382151872168,0.2501738680558217,0.18874285532343116,0.21043336201427032,0.30536839208650696,0.31134807377954987,0.16420587209496001,0.19818638639477398,0.2578619901722004,0.20996981954537844"
63,"0.3546592525998294,0.4416169962537566,0.0965849125686842,0.3566641810074378,0.4172581750137781,0.13648148456650183,0.3473885333336032,0.28497018676510655,0.1648674654274713,0.3940077644466506,0.2398701947695787,0.3430737783115185,0.12130422575730158,0.3568541145355598,0.39395778166286094,0.20932111695464575,0.40583207085303746,0.43503710581080846,0.14746447996607434,0.14622939519468114,0.1765873411587225,0.4188496399172784,0.4102107733742621,0.4036659308117575,0.31195958626049297,0.351800557126387,0.3426416055108271,0.2990932656789739,0.2915212992938842,0.19127975266396752,0.2739918999513235,0.38977460809963205,0.19631035197086036,0.11375068189495163,0.1828495114756407,0.3223310445623789,0.1571284662729303,0.28927270835059354,0.3336398793080495,0.20579180703854308,0.2338233624111014,0.3283442918267983,0.18607452021930568,0.42425683826741795,0.16459714541763665,0.35211581973193895,0.4026383901253048,0.18195950304541025,0.44612646488214197,0.158434028909355"
64,"0.04134798604782485,0.0996169777854047,0.10784700985137985,0.016480972374614808,0.07633418682215522,0.1206052942688696,0.059433797776563435,0.1335479647131481,0.1291969538548307,0.10005855049117195,0.04072697383122931,0.09567145284617097,0.08880460903061224,0.10072937043853268,0.05432102318017097,0.11738068740530713,0.12752391217087855,0.09492759662861447,0.12449613870675029,0.09568346309704273,0.07392689983237122,0.12900408339757213,0.05206159106930229,0.12225442865667442,0.05985834249257201,0.0055077126402264635,0.11954966409508529,0.12132537764286949,0.09217901247485827,0.06302020199882495,0.09574038935398525,0.11647046346315874,0.04336619734338015,0.09733958265760935,0.12429158915536893,0.04476830959960501,0.07916343580618086,0.04083225942357544,0.11224762395061498,0.009954870001236096,0.017750913862837878,0.034988485476752026,0.08479890707676341,0.0670070155732439,0.1331995447537744,0.12705038337095678,0.10729307003246781,0.018298785303521085,0.02705136086087278,0.06147209050796937"
65,"0.10782830321255034,0.03839443469781901,0.13026197911958418,0.08502012027795687,0.13231232351518482,0.1840694009789618,0.13465318688834862,0.12465113192326575,0.12208268945650634,0.028078284408147414,0.13707820393724512,0.15136243716852577,0.14288350090847501,0.08200204984300881,0.09873422111221367,0.08012549101499453,0.16935468810036447,0.05115102515629525,0.11461581456950083,0.10472486034177397,0.07411271232312105,0.11336349367656759,0.14852346894995186,0.12638336055296884,0.08016389337690316,0.0910131535916272,0.12018881146745675,0.059136632214951364,0.09931133816124875,0.18202245941755654,0.12502656252976715,0.08695237684974608,0.1846002047395709,0.1325537978415112,0.11875775884919178,0.11787080279807226,0.10366034787078851,0.1178032885564688,0.19959002138089935,0.10564482428821402,0.09023300148881329,0.14371597895223148,0.074911829286242,0.15369904168212722,0.15429564228777767,0.10749306922144906,0.1427061779709866,0.08624164999594357,0.0869099550772859,0.08730672963318284"
66,"0.24758796444903258,0.22954679509434472,0.31716042945437417,0.21125309611376056,0.2306859549540468,0.2710603460944918,0.30782025147900943,0.12773894266616465,0.22334462705481697,0.21153568801705205,0.26940718531190255,0.2479877906168063,0.3344979012915492,0.19940079894839646,0.2628372300879302,0.33990713339570044,0.39237019408907065,0.1772613495131162,0.2995321720296633,0.22949301348580534,0.04912714695844413,0.24914197571823704,0.18795575065262127,0.2920321583553342,0.2732189908846416,0.3404018294310537,0.20915052167096654,0.1485314208842376,0.11182805486847669,0.19516880455365365,0.19061079242852,0.3566760541868513,0.18365598495520688,0.2622184641439367,0.35897195644103785,0.2631466238914787,0.3946692146453469,0.21317981893780266,0.21497961969749887,0.16551714794738004,0.1927452031166881,0.2052902909321835,0.309214254171785,0.18133291383785036,0.17916191627572425,0.239258536930403,0.19671017310019295,0.36123714344352165,0.1867327282735328,0.25128206236344736"
67,"0.09774246972585761,0.2272297731592884,0.31021774084626086,0.20277543044581176,0.1851429233299719,0.2815726165715187,0.2801260611670928,0.3117573596866319,0.18892352877975258,0.12724152828776966,0.25018630664579844,0.24140252979510313,0.23861419550424198,0.2711653811819915,0.2807467232262101,0.240704459924757,0.2917478028359408,0.3402686510299535,0.2007354318577271,0.1952525462457129,0.15867912699659545,0.3831784042108152,0.2851706433505741,0.2005365673309843,0.23520115349358175,0.2562735604527864,0.12822859331056552,0.2389476303961268,0.20261153902476894,0.12913245607093166,0.1465431734199434,0.32868698483313546,0.20438541248531325,0.3095796131528982,0.2923725845893179,0.16499976896163548,0.18091634886518984,0.33481252259392236,0.16628320353880707,0.22722444203155323,0.18238762678489448,0.13550343786679608,0.255439220010527,0.24741207056171938,0.1772799711163915,0.27196968950168,0.2121108314868054,0.06320862386435205,0.1871010998781893,0.09897055352116998"
68,"0.15262620038039085,0.28930309987102165,0.2866109075881208,0.10455601141716941,0.12488196849347137,0.13003256094403481,0.275249799158273,0.3741462184538313,0.3981477701142327,0.3076978352696413,0.3501739790899289,0.40514016021729743,0.1502252084853274,0.296277441100554,0.3216255845179329,0.18248879886425096,0.3989719588690369,0.31310834336179455,0.34972153463392425,0.3404879462359614,0.27516061934501834,0.2827590693517337,0.16492326865462542,0.2477226678461115,0.19158423902329763,0.39727499972775154,0.2976186249069628,0.30095430062902,0.3368255605180114,0.3153160678886434,0.22887600738718195,0.26975472278118207,0.1478309474692888,0.37791563904273495,0.2600712216758991,0.3017950186700957,0.33128062599518565,0.10555171799566332,0.4118188958674358,0.21781155875576239,0.16788512110961354,0.4768865990435306,0.23034312315442826,0.3114077635012479,0.12484350228420146,0.22002568438025105,0.25970614078863885,0.226740145722153,0.28130372730405667,0.17865464200492887"
69,"0.24272357912519782,0.2568024639099118,0.20663546441457992,0.25056540360131274,0.14479043797965624,0.3276100707323269,0.2502428763130442,0.36189482408365337,0.15296440530947453,0.1510397810305308,0.1580319285284904,0.14616918520191022,0.30662729808918926,0.19261467409637992,0.265866550089033,0.34614589690151515,0.16237080229308654,0.4427176207721926,0.29210283256743597,0.20417698177659394,0.19476447093193347,0.29908542838864766,0.22474825531225162,0.31883581577457276,0.2788768649029215,0.16864605024197982,0.2552425828080477,0.2557116092765312,0.29253569233368804,0.3061661159986247,0.3764985848538841,0.34085066070643205,0.3140737365023848,0.2746012582448018,0.2994028330587772,0.23927528730913603,0.3572757453638532,0.3006645217493734,0.23911599482325607,0.3328598392934321,0.22435117177925396,0.1490213156901835,0.40598066599179733,0.35868686876692074,0.35823837790707863,0.342243481722404,0.19179778183044774,0.2401188555675086,0.20019952762421478,0.3322241290782856"
70,"0.07595113151949208,0.10053395401864862,0.06788997657553493,0.06614615080520374,0.10906441692757439,0.06091810391002306,0.0324240926206995,0.12854830684952676,0.05274362910856276,0.038489492961987684,0.08118365626856595,0.0262304083188244,0.11482073550720291,0.08236093666567586,0.10827165705186657,0.012245971675636768,0.05037585923671862,0.09597704332344305,0.05842156943201167,0.0195214830045629,0.11985611556553127,0.06586223997948466,0.10325870991536763,0.0424900473074122,0.05266979237227913,0.1258801645691804,0.013767579324864596,0.07002671883074076,0.11605552274214252,0.09294913359277954,0.06620623638414519,0.06633967023784279,0.060826289971445076,0.04356466819078058,0.13614129280237974,0.10348801595972916,0.03175699372922146,0.13308747774691398,0.08143926739602907,0.054614963098148964,0.09615176564457126,0.08312354772873426,0.01624726649077474,0.11064776699772459,0.010552292823730209,0.08415551447036468,0.08718715433908192,0.06401162096923929,0.03289376100955349,0.10062867275833517"
71,"0.40032259272977033,0.5751591126762473,0.3713693988467338,0.2568099273314859,0.5741816733087866,0.21991376455899103,0.6063237105070328,0.5680055202293613,0.3918601624831208,0.30073385363550603,0.309975985676095,0.5087773966674451,0.22386620590376333,0.17931282901678627,0.4025740419544509,0.5260106002409506,0.37805854346361134,0.3919691617026064,0.3012635556339939,0.514344141591806,0.3300140411616052,0.0871688001095483,0.495588651654016,0.24697683054385983,0.17231050160543515,0.24048529209874925,0.6384365175238562,0.1757789683951152,0.11819756109167444,0.2618006454852116,0.3213195751961871,0.20323982441714306,0.5471508627302885,0.4307749080201115,0.4223066796821861,0.45965637760081113,0.36632819674383726,0.6248950039587264,-0.07494380185163094,0.5409308951109342,-0.028852272281548103,0.1836836548210651,0.32755604514253844,0.04368296825854208,0.5694124506147732,0.33287043530825755,0.1847633564692072,0.3403469656119446,0.26282618508673733,0.6008203998642361"
72,"0.22119653427186792,0.389250851176525,0.09604351624297935,0.22608875581884716,0.13821634856483705,0.27453481300262067,0.2663040106362187,0.12302097663070533,0.2539485910834909,-0.0072649742062949425,0.06857639003637343,0.24766695652282938,0.16795176801876835,0.3884761956817827,0.2060247661071394,0.2967101384668225,0.31780252572642087,0.30775491977973757,0.156685497689193,0.3699628978786088,0.14270256199813822,0.32375160495254385,0.1805131842701597,0.28887504463540464,0.410925774306194,0.2517512888173938,0.2292915574599424,0.2974408974185926,0.4081151111205447,0.3423264628837969,0.08537513939164787,0.08174656134459812,0.29467863546156337,0.20388425407794128,0.10800045063879049,0.3127978992667008,0.3116777416641675,0.36387849703951025,0.33172523138207194,0.062441052611379194,0.4411510184594905,0.1670416557375185,0.3727478199524611,0.2338389084155345,0.3222603891849913,0.05322491573317055,0.1730743055765232,0.0971403405774799,0.15204325574414496,0.25535836409201607"
73,"0.23432030368302117,0.2921795289915987,0.1844470043776099,0.28440350362010935,0.10445152378018514,0.31233275009941935,0.22994050239405064,0.1778984833806946,0.2742626589821088,0.2592348516028752,0.10808347909129609,0.24018561256847412,0.22696601509162576,0.16349193276142632,0.23602515414517902,0.21212450626789822,0.2263732411233169,0.20530831828928317,0.24596617489998543,0.14375690563267524,0.2437013214056985,0.19493817807955952,0.12616821051808766,0.18619071344695248,0.22912914348234525,0.2240283136786465,0.22856224936738892,0.34066608903505885,0.2026477326241815,0.14319165392356242,0.20632881994413615,0.16636101524433236,0.2860341558342691,0.23071074096194114,0.16821887899878712,0.19428592503083714,0.23330926723208772,0.13287973522352656,0.23616733308175047,0.16721011750033068,0.1912693341215867,0.28263407135374446,0.13924440555117068,0.19534920924685104,0.2504585787491059,0.2689279229648983,0.17967985216792823,0.2800704240297048,0.23200166197107763,0.17897511125578236"
74,"0.35241195869331315,0.2194252817152852,0.31697871756485224,0.2419978856899024,0.36177441933425075,0.3489107086471926,0.3295640010846174,0.41093933707624664,0.2632978342703866,0.30982890617661235,0.31094632910993814,0.31109765906236236,0.3502903738652094,0.2842466959972386,0.28010800968036503,0.1678743359724295,0.30103255492877534,0.20986516650707976,0.32125416973105836,0.22415928304759444,0.31387618568497455,0.3740867867599059,0.41416943192121836,0.2801025063689442,0.34716350181889916,0.42458282259705693,0.3212512496159356,0.3922068792884762,0.23520567609690884,0.3478692484949818,0.2920640637451215,0.36180203788059384,0.2719554615627091,0.15410123137367074,0.2762392184498675,0.22837993106193996,0.2690207191192006,0.2471044943806358,0.2853963292420459,0.22111362824837796,0.12372787122747798,0.4631960367933072,0.3283973307404487,0.13837648722697643,0.33693532284469296,0.25566981104733677,0.23046754385112037,0.2058159894861963,0.25345630023952515,0.27019061149681983"
75,"0.0025040993031718826,0.08117492465255002,0.02612420917213196,0.0808167348170142,0.004727017835925458,0.057395870589396,0.0616526245821049,0.08188625406364011,0.08885183678036855,0.020443920350403124,0.05386567925283943,0.061746333216960034,0.07125635575827387,0.1300816534579929,0.0962781774743041,0.09189392285575525,0.0015933045329488236,0.025877692055879857,0.07411443053402429,0.022169750345192637,0.12296531591546367,0.0018089630093053822,0.015184635505564875,0.12654280956770117,0.07801188277107833,0.03238017461392216,0.13405484304521148,0.13153048342994747,0.020689423384737764,0.06757550361657726,0.050072329056000855,0.014285989601573311,0.11463891386837857,0.12991384244342488,0.05376751077285713,0.05273974104626494,0.02996598096131846,0.04788591896200736,0.019013859555601753,0.026961480196151136,0.10592548994828477,0.06016597827387956,0.07384320163329458,0.09195842477000624,0.11205592542909582,0.09351658665833937,0.09570374628686217,0.04050505351395967,0.03153018442359651,0.09516471064293919"
76,"0.052497236037339856,0.025362950775208178,0.04862380558589028,0.12850297124313362,0.10020009829788788,0.1299832978789248,0.08891721970327564,0.0067329650869534016,0.012785715448894888,0.12788559333327704,0.09805382857241361,0.07286627617847656,0.05240717237405191,0.049745185980490665,0.033892854417705495,0.01413982073944574,0.03300499916004895,0.04725872353673441,0.04069477645138088,0.04232894247398149,0.02418974763738112,0.08966967466963252,0.037941839203031104,0.12326413665435272,0.02017046935583821,0.06263885315039112,0.023642649561890702,0.06691282053311252,0.1340467614676497,0.0023588936104685693,0.06373846603660277,0.1292995652970891,0.06992804081951931,0.05792532352066153,0.1408452364661213,0.11252748995830446,0.11420835185121134,0.11072501830400756,0.038301059642766144,0.10784537743338451,0.08327865018622346,0.12079579826960293,0.09857691990768501,0.04056452735751686,0.024328836119172383,0.07436411406461876,0.0038364682946852827,0.14068688189771933,0.023109689462983925,0.08108755106165952"
77,"0.16672978210698883,0.2600886612627806,0.3119917185016226,0.13499772265794915,0.14471666195139385,0.15272635422606531,0.34536456683553796,0.31538568178822235,0.3526165508759038,0.3306436877656011,0.30693183978567284,0.47630240950803493,0.12127299063936008,0.30237678796236506,0.3566540079778596,0.20840182025144086,0.40056898705758465,0.23693349286175844,0.2998525975691669,0.3448777907401183,0.27630735583006294,0.3005326504187632,0.2452542596628753,0.21166120159563775,0.16888111336475503,0.3731923617445841,0.25179226572660707,0.3465391196529667,0.29540592024871976,0.311410548773895,0.17865356169297128,0.2070369678275976,0.23612681994585025,0.357324202211256,0.27348450463054175,0.2782064895221091,0.2876482078937167,0.14669659273358324,0.4227874536331838,0.17988140022532725,0.23069970025284123,0.49699036988021983,0.2577214124227308,0.2300224729679926,0.11910544807747822,0.292450928690716,0.22088947524898175,0.229060320564084,0.31662431849596073,0.23853281606616603"
78,"0.023564973519066792,0.06043688572894524,0.08231166158019865,0.12716038006558783,0.06976055304775314,0.10205512918772185,0.09764023586859004,0.07488956622027798,0.13150979451159847,0.0946453980077177,0.13542243732421946,0.12228678062021656,0.10257322845594556,0.011524767480254758,0.101888468112479,0.013104940412924425,0.0030717125931816708,0.07963113584159368,0.07922864534846526,0.08839377422990281,0.09131851025710322,0.05571457598305918,0.049241350026377716,0.07245554825369517,0.03360743380979587,0.11478235539982981,0.054616018668647515,0.10121390305967466,0.11561033917604044,0.09401629307736642,0.0564771422006411,0.10817789020645807,0.02580385112037528,0.016592050476106304,0.05960935472283087,0.09614417913278968,1.87538658081623e-05,0.005699307385995998,0.012495788779144004,0.07813242754895715,0.04166146996196214,0.07215086794159045,0.1373653886459911,0.07814830427515754,0.09891969840967416,0.13329714754021152,0.05413131684097036,0.1283103084307275,0.13490044055441222,0.053002209948427526"
79,"0.029589509855129644,-0.06466999031229093,0.08491001801519153,0.21853376668657817,0.22111849450775986,0.012484547342353372,0.16930901281254096,0.19403212581569362,0.05041819581095069,0.24504525208433006,0.13995752152335272,0.05076998078864308,0.04202982795447349,0.03231563031840177,0.28978403099237876,0.030670818268184904,0.07474592285885301,0.01240524791837934,-0.04673399531298037,0.08465763715065174,0.09497029238698929,0.2224135458486983,0.2092878854210513,0.13938073048594737,0.43098117651420964,0.4099801950965177,0.30652589443924066,0.2633114612850479,0.0009421805776814408,0.3220805803817895,0.3601936725826436,0.19736543855493582,0.16516726522294609,0.2339974793818431,0.09330311215778712,0.2045344271387104,0.13111065962945162,0.18884344001952308,0.18415069244740387,0.1872859027667556,0.11537031940709723,0.1269257461141055,0.41478052922339,-0.12285154591731123,0.20005714116176002,0.13926276103809937,0.323544590165861,0.04388398946970138,0.005040317119589677,0.2937055469688971"
80,"0.13756217891901204,0.11358419816113587,0.12071285634463706,0.07132280801923557,0.1355190441088368,0.0959279439380137,0.061470991799272644,0.11510865561364629,0.0036878856570459004,0.03531019762631007,0.004600813643597539,0.11890079834555814,0.05717260636269014,0.12666626152438556,0.1410473954128758,0.017601157702803433,0.029510365121398416,0.10166548332726096,0.12956957751427672,0.02301990440027238,0.10936509565734653,0.016948993183371487,0.10351707940451951,0.08566383338932874,0.03420744667573447,0.12015902975328269,0.12606037411854965,0.0676176267417697,0.12408261438609952,0.029080732083970058,0.044349476236747176,0.10521048432971088,0.06714716782232172,0.010652888574406105,0.04599086653258557,0.05582997653259658,0.055329787177645404,0.08751956479088485,0.0738077684149679,0.05576567727017783,0.1034848931432755,0.0806990092087264,0.11192026711506003,0.09115582530161165,0.13794792218073026,0.009282373780085071,0.0810458558520572,0.01402027092584389,0.1394377535911629,0.09299433580478235"
81,"0.28488791176858824,0.2764879897139163,0.2504658298205373,0.2602966390832331,0.14042982608692944,0.20240232411663356,0.3738014100559925,0.40335259061485107,0.319339605654695,0.25690574357111384,0.22805060490218904,0.3526613839639264,0.18970910241382788,0.38662961650188654,0.17336374349067687,0.36755493063397127,0.19459786927965497,0.1692503916091728,0.12058785694993651,0.30694604568090855,0.11414777102066906,0.11419700892995503,0.3481740338095328,0.23246236691702368,0.12551129736266825,0.24408978289289335,0.2688683077867094,0.14844175480232394,0.2345712479692864,0.38200947860928225,0.13808986170247395,0.26100116439516335,0.3979507849395855,0.2969898365832118,0.20346460714821785,0.18514449048651774,0.18268167404273453,0.36215886878329545,0.20726056730503895,0.283005568859086,0.3101465814767984,0.11334268934786569,0.33619829341756763,0.117027354811237,0.30330800424136495,0.23196260016873851,0.17366681291625574,0.27522255225215725,0.18957092194432304,0.22005606668277083"
82,"0.30183456757847354,0.22335718768682924,0.19719827991306815,0.19583866641279882,0.21451413111731896,0.2631281961852937,0.3117501387905342,0.2891789508019446,0.14456306987942724,0.17000761413707863,0.24461044521430825,0.20668246738926746,0.3052619952825132,0.25732792956437683,0.24222088957256718,0.31198022425500843,0.14083719208148948,0.42402101823163035,0.2999394504112834,0.12085884961843672,0.15016529874464082,0.3142467390811209,0.20360623294442212,0.3025408751252402,0.30103353832260693,0.1864453824740657,0.30738166884935586,0.21179689914987762,0.2006587040542892,0.23462288691985375,0.3349053798309391,0.3457362706022537,0.37778695918581245,0.2909032951813198,0.24818183929281706,0.26936442869537575,0.35196709904844936,0.3003432069831917,0.3105699173507616,0.3348711752610324,0.20493011715761497,0.15741917837597683,0.37765307842517293,0.29054817904299735,0.3555952486294057,0.3755772718194376,0.24477704729269517,0.21394273977735964,0.23175550143811338,0.298793613133943"
83,"0.10374155524516607,0.13111271639079208,0.11559766629411362,0.0042961468974562125,0.12019108544953852,0.07124774371671332,0.10759333541608032,0.09028181370904728,0.07941064742750044,0.1318409038720603,0.07120824739560777,0.11126774951146463,0.015522649251526847,0.10827189915903605,0.12063623072045623,0.12038340432769175,0.07866920984370679,0.03643392505799507,0.03427049837687296,0.13887211004427158,0.007965842212087657,0.050451978842307676,0.12399877635151056,0.11204753949353406,0.022325852022177357,0.020438565133083262,0.10045870670736357,0.13666642685183972,0.12014571262718805,0.011266298481780677,0.10598310431090464,0.06694272726909772,0.12065754732857267,0.07976254813670049,0.026755452343496564,0.11864018276063316,0.03517941233990609,0.13817851984369428,0.0290457903415252,0.006216678656935182,0.10841305622213343,0.08055564009318401,0.05254292878042977,0.13402219041349692,0.07034113656561981,0.13786136286770678,0.07161334342337894,0.03474639548215081,0.06631016664834338,0.00702501310771288"
84,"0.1337774521474926,0.12905391033177277,0.05630314296158628,0.0452130735121753,0.014461129780894975,0.07170385594119531,0.023481876767040676,0.11833667713025582,0.07835282227943223,0.04388921288173377,0.01627733865707099,0.09926935674814352,0.05608504583764522,0.08926603835448023,0.11500788357666356,0.08198529000257952,0.11786528051223254,0.12674029362978234,0.12578391506485065,0.03269150446474727,0.07113756305573554,0.07084626979892401,0.005198898317656915,0.13521744984304104,0.055911240746616776,0.08218827102575892,0.10191305595959417,0.12367790942118821,0.059767169759318756,0.0010598111334829943,0.13894533674082848,0.09362915542524389,0.00219075472020899,0.0333966084543534,0.11139768162748383,0.0062368016978112,0.021689644704106566,0.03346450921472605,0.007795431728777137,0.04760237140271552,0.000772012513312782,0.08779342983804629,0.04231694891075602,0.10207453791180673,0.08552709854246442,0.06753166661086941,0.036308082931418524,0.0008542791778614484,0.11395106411799474,0.11906433057595324"
85,"0.13010813017036832,0.08803520240575817,0.06362662999587552,0.09870528884599508,0.07071498969022823,0.11412789910213685,0.059591640712693156,0.13669363632985634,0.021194541043418776,0.057129039650112894,0.03246593640829708,0.044759960628244916,0.041608230423404315,0.09643511552629823,0.08068933160976374,0.1090986394563502,0.0855233177375101,0.00043378021221716196,0.12419489414099869,0.0050392700539218654,0.11939047466960566,0.08601971576429585,0.11934703784298752,0.10180919375130183,0.06474219764843907,0.1270394037605849,0.06679660739845653,0.005049902351072714,0.08088308285040281,0.09839857713030832,0.008753105031028779,0.006911181244392656,0.08204409520830702,0.05265824133200324,0.02813141659814987,0.010597213520808765,0.10242710815865923,0.0005608929785856034,0.037835014536550186,0.09335654079182144,0.10879427509070329,0.12317231456432165,0.12952505380534834,0.007548918963554922,0.07634670704412205,0.13234887799356648,0.09372772461705338,0.036474695465780166,0.041804711286059816,0.05649713984368223"
86,"0.041226361346708915,0.11480191726041829,0.07737761350165706,0.05555472724101748,0.06909611287176091,0.12005486438321276,0.08903058226263887,0.1380653811987433,0.10802536234398674,0.0807147507845926,0.06392905060366921,0.12612048277061744,0.04533401168025082,0.03265802280834711,0.0636936446056124,0.10112632405708856,0.11588816710793265,0.10789437377141738,0.08266130857649912,0.14078186955866454,0.013034200334283012,0.04931888903815156,0.06864112303246507,0.13063481938417418,0.09960768705743632,0.007342820825719946,0.04933786567877173,0.07740364596145034,0.01796654095488599,0.04891605955993,0.12228092793367201,0.06214984346602225,0.038378375208670094,0.09982719515892728,0.0026513864506220123,0.1402145674666125,0.052806562473999084,0.060968354645633514,0.05832692650594344,0.07140374744856115,0.10829304108813212,0.04738734544459239,0.034879645202939194,0.045281205923437616,0.03530476450103194,0.11148836275174738,0.14043541702955747,0.031593160821631494,0.05095725675236531,0.0004261224386029218"
87,"0.02508341352234602,0.012808512920582745,0.035054623461794866,0.06773867212397514,0.06367872456925798,0.02653624089864171,0.010621460039489428,0.05383955435959999,0.08185843402267987,0.046469332512114825,0.021746519192954502,0.0908346468773726,0.06408241126682887,0.08114909962086723,0.12195418354924918,0.07220907192236974,0.010884232388229706,0.040509571771367485,0.014515397085454906,0.0695454959414583,0.06588907407393897,0.09464623576922289,0.07721177106868478,0.11928820731018092,0.08931007025117443,0.08976580018505242,0.11477984505406978,0.03300809900282901,0.023003202045049267,0.04130142865255541,0.10521611593956756,0.11591663672944157,0.13460301881965464,0.10852330234847639,0.028210362031221053,0.025655267908125595,0.10835205331471506,0.04832602199511449,0.12512780250186234,0.13688585123445507,0.08656496995269536,0.011906343737816195,0.1075428819232432,0.047336531140539324,0.05362334121829401,0.046532252891624194,0.09361737466867334,0.11285072578981752,0.0575358165057936,0.12192810541128125"
88,"0.11852899003824079,0.07419638182544139,0.14326023458262224,0.2017840180080216,0.08193689360657974,0.153317504858041,0.20246529570791066,0.11159595256487241,0.09742866543631006,0.1368289716156611,0.13956232083956735,0.10334979809970578,0.07623345763300629,0.11414974013585676,0.15300884490006628,0.11981846658029546,0.07117788317143064,0.15598157013462408,0.13470241527028703,0.08583633005196514,0.10712803692811303,0.10446681845674044,0.15966738318082757,0.05362100186299392,0.10710065111797425,0.1724580581468354,0.08272437805315527,0.05313762463012707,0.1341496964699767,0.13647025830473786,0.09973453410472333,0.1466732646639856,0.18459685057164307,0.12803367782482802,0.0869274892075433,0.07574789320134133,0.1749840087655844,0.07554034378952462,0.15704090224856454,0.16181339652804813,0.156596009887915,0.06957847002443504,0.078892636940361,0.18219765006911506,0.1595500521383884,0.14720518320095308,0.16428363275924895,0.18844993555126655,0.09076491662163177,0.12439569369454812"
89,"0.22672546624885354,0.019374260604968038,0.27033789227220306,0.3060316898792872,0.24340320238528101,0.01798418315052357,0.08264376296035984,0.22345266009802892,0.19684031093988866,0.2601032669582738,0.31082429219722374,0.008133284937738133,0.2657448075264394,0.3396280268630907,0.23960272256080875,0.06108735478278765,0.26150612623728586,0.10192235263763033,-0.050605136447412,-0.020478473750795194,0.14092664278187583,0.4033859057094772,0.23614564208586614,0.3522000371069075,0.601844213286541,0.3424231640854607,0.31149241708672576,0.20510188952827776,0.31391945350366046,0.35253630722055695,0.23967546497306677,0.3486828598272916,0.2593260654107022,0.20256815703625367,0.22920016148224545,0.5799727914116599,-0.026798942954896317,0.23082367812274,0.21733250151850178,0.2007260117179655,0.32406489215340745,0.24096894805405691,0.440112778848785,0.314293962021893,0.28508085969964164,0.3808334199091107,0.4400265044910328,-0.014229913269767027,0.36485302009361653,0.2697073813505876"
